Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
14,K033,K368 SPED - BROOKLYN,SCA IEH,PO18-PLEASE REPLACE 9X9 ACM FLOORING IN THE AUDITORIUM.  APPROXIMATELY 1420 SQ FT. THIS IS MAINLY DU,Construction,Complete,12/14/2023,IEH,1/22/2024,IEH,61889.0,1848.0,SCA0000072565
14,K033,K368 SPED - BROOKLYN,SCA IEH,PO18-ABATE AND REPLACE FLOOR TILES IN ROOMS RM: B12 APPROX. 572SF RM: B46/ CLOSET  APPROX. 400SF,Construction,In-Progress,3/6/2024,IEH,,IEH,1183.0,433.0,SCA0000072793
14,K033,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM) - K,DOE - RESOA,FY21 RESO A BATHROOM UPGRADES,Construction,In-Progress,5/6/2022,DOER,,DOER,179138.0,0.0,DSF0000961205
14,K034,P.S. 34 - BROOKLYN,DOE - RESOA,FY20 RESO A ROOM RENOVATION,Construction,In-Progress,7/5/2023,DOER,,DOER,306805.0,0.0,DSF0000913203
14,K034,P.S. 34 - BROOKLYN,DOE - RESOA,FY23 RESO A CAFETERIA UPGRADE,Construction,In-Progress,4/1/2024,DOER,,DOER,497676.0,0.0,DSF0001035385
14,K034,P.S. 34 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,4/17/2024,DOES,,DOES,65832.0,0.0,DSF0001084007
14,K049,LYONS COMMUNITY SCHOOL - K,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,7/14/2020,1/11/2021,9/17/2020,4330,4718.0,4718.0,DSF0000960736
14,K049,LYONS COMMUNITY SCHOOL - K,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,9/17/2020,3/15/2021,3/31/2021,19483,18873.0,18873.0,DSF0000960736
14,K049,LYONS COMMUNITY SCHOOL - K,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,5/26/2022,3/21/2023,,251117,225413.0,183065.0,DSF0000960736
14,K049,LYONS COMMUNITY SCHOOL - K,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,5/26/2022,3/21/2023,,275558,266506.0,175982.0,DSF0000960736
14,K049,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY - K,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,74000.0,0.0,DSF0001035396
14,K049,LYONS COMMUNITY SCHOOL - K,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,11/7/2023,DIIR,2/6/2024,DIIR,125000.0,125000.0,DSF0001035397
14,K049,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY - K,DOE - RESOA,FY21 RESO A WATER FOUNTAIN UPGRADES,Construction,In-Progress,9/29/2022,DOER,,DOER,45878.0,0.0,DSF0001008411
14,K049,LYONS COMMUNITY SCHOOL - K,DOE - RESOA,FY21 RESO A SUPPLEMENTAL COOLING,Construction,In-Progress,6/13/2022,DOER,,DOER,323344.0,0.0,DSF0001008419
14,K049,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY - K,DOE - RESOA,FY24 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,100000.0,0.0,DSF0001085956
14,K049,LYONS COMMUNITY SCHOOL - K,DOE - Skilled Trades,CAFETERIA SERVING LINE,Construction,In-Progress,3/9/2023,DOES,,DOES,446581.0,0.0,DSF0000960839
14,K050,J.H.S. 50 - BROOKLYN,SCA CIP,STRUCTURAL DEFECTS,Scope,Complete,2/4/2020,6/18/2020,6/8/2021,5860,8707.0,8707.0,DSF0001010232
14,K050,J.H.S. 50 - BROOKLYN,SCA CIP,STRUCTURAL DEFECTS,Design,Complete,6/11/2021,9/30/2021,11/17/2021,26370,90964.0,55248.0,DSF0001010232
14,K050,J.H.S. 50 - BROOKLYN,SCA CIP,STRUCTURAL DEFECTS,Construction,In-Progress,5/23/2022,2/16/2023,,339880,420795.0,219418.0,DSF0001010232
14,K050,J.H.S. 50 - BROOKLYN,SCA CIP,STRUCTURAL DEFECTS,"CM,F&E",In-Progress,5/23/2022,2/16/2023,,62995,79799.0,51617.0,DSF0001010232
14,K050,J.H.S. 50 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Scope,Complete,8/13/2020,1/19/2021,10/16/2020,79400,81669.0,81669.0,"DSF0000937133, DSF0000961027"
14,K050,J.H.S. 50 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Design,Complete,10/19/2020,3/24/2021,2/5/2021,397000,326789.0,309584.0,"DSF0000937133, DSF0000961027"
14,K050,J.H.S. 50 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Construction,In-Progress,5/16/2022,5/14/2024,,8932500,8239108.0,4650483.0,"DSF0000937133, DSF0000961027"
14,K050,J.H.S. 50 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,"CM,F&E",In-Progress,5/16/2022,5/14/2024,,555800,462603.0,459481.0,"DSF0000937133, DSF0000961027"
14,K050,J.H.S. 50 - BROOKLYN,SCA CIP,REINFORCING SUPPORT ELEMENTS,Scope,Complete,1/10/2023,5/25/2023,6/14/2023,26018,32023.0,32023.0,DSF0001060909
14,K050,J.H.S. 50 - BROOKLYN,SCA CIP,REINFORCING SUPPORT ELEMENTS,Design,Complete,6/23/2023,11/27/2023,12/5/2023,130091,100824.0,88852.0,DSF0001060909
14,K050,J.H.S. 50 - BROOKLYN,SCA CIP,REINFORCING SUPPORT ELEMENTS,Construction,PNS,PNS,PNS,PNS,2927052,2927052.0,3718.0,DSF0001060909
14,K050,J.H.S. 50 - BROOKLYN,SCA CIP,REINFORCING SUPPORT ELEMENTS,"CM,F&E",PNS,PNS,PNS,PNS,182128,182128.0,6649.0,DSF0001060909
14,K050,J.H.S. 50 - BROOKLYN,SCA Emergency Response,EMERGENCY STABILIZATION,Construction,In-Progress,1/14/2020,EMER,,EMER,36190.0,36190.0,SCA0000063248
14,K050,J.H.S. 50 - BROOKLYN,SCA IEH,"PO18-ABATE WALL LAYERS FOR ACM LOC: ROOM 404, WALL 3 BUBBLING AND FLAKING PLASTER DUE TO WATER PENET",Construction,Complete,1/29/2024,IEH,2/4/2024,IEH,29264.0,4178.0,SCA0000072691
14,K050,J.H.S. 50 - BROOKLYN,SCA IEH,"PO18-REMOVE AND REPLACE ACM FLOOR TILE FROM ROOM 319, 625 SQ FT THERE IS CARPET ON TOP OF ACM TILES",Construction,Complete,2/2/2024,IEH,2/26/2024,IEH,76119.0,1837.0,SCA0000072706
14,K050,J.H.S. 50 - BROOKLYN,SCA IEH,PO18-ROOM 101 BY ROGHT SIDE CONVECTOR. PLEASE REMOVE ALL PIPE INSULATION FROM STEAM PIPE DOWN THROUG,Construction,In-Progress,3/28/2024,IEH,,IEH,12411.0,854.0,SCA0000072882
14,K050,J.H.S. 50 - BROOKLYN,SCA IEH,"PO18-ABATE WALL LAYERS FOR ACM LOCATION: ROOMS 518 AND 522 WATER PENETRATION, WALLS ARE WET / PLASTE",Construction,Complete,4/8/2024,IEH,4/14/2024,IEH,73960.0,58241.0,SCA0000072897
14,K050,J.H.S. 50 - BROOKLYN,DIIT - RESOA,FY21 RESO A  TECHNOLOGY,Purch & Install,Complete,4/10/2024,DIIR,5/22/2024,DIIR,300000.0,300000.0,DSF0000961275
14,K050,J.H.S. 50 - BROOKLYN,DOE - RESOA,FY21 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,10/11/2021,DOER,,DOER,206934.0,0.0,DSF0001008413
14,K050,J.H.S. 50 - BROOKLYN,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,300000.0,0.0,DSF0001085957
14,K059,P.S. 59 - BROOKLYN,SCA CIP,ROOFS / WINDOWS / EXTERIOR MASONRY / PARAPETS,Scope,Complete,1/4/2024,5/20/2024,5/24/2024,116359,69095.0,53575.0,"DSF0001061068, DSF0001112243, DSF0001088806, DSF0001088805"
14,K059,P.S. 59 - BROOKLYN,SCA CIP,ROOFS / WINDOWS / EXTERIOR MASONRY / PARAPETS,Design,In-Progress,6/20/2024,11/21/2024,,581797,614993.0,177384.0,"DSF0001061068, DSF0001112243, DSF0001088806, DSF0001088805"
14,K059,P.S. 59 - BROOKLYN,SCA CIP,ROOFS / WINDOWS / EXTERIOR MASONRY / PARAPETS,Construction,PNS,PNS,PNS,PNS,13090421,13090421.0,0.0,"DSF0001061068, DSF0001112243, DSF0001088806, DSF0001088805"
14,K059,P.S. 59 - BROOKLYN,SCA CIP,ROOFS / WINDOWS / EXTERIOR MASONRY / PARAPETS,"CM,F&E",PNS,PNS,PNS,PNS,814515,822539.0,33402.0,"DSF0001061068, DSF0001112243, DSF0001088806, DSF0001088805"
14,K059,P.S. 59 - BROOKLYN,SCA Furniture & Equipment,FY24 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,450000,450000.0,0.0,DSF0001085961
14,K059,P.S. 59 - BROOKLYN,DIIT - IPDVS,DIIT IPDVS SERVER REFRESH,Purch & Install,Complete,11/8/2022,IPDV,12/29/2022,DIIS,50000.0,39828.0,DSF0001034714
14,K059,P.S. 59 - BROOKLYN,DOE - Skilled Trades,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,In-Progress,8/31/2020,DOES,,DOES,4677.0,0.0,DSF0000960909
14,K059,P.S. 59 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,5/7/2024,DOES,5/17/2024,DOES,65832.0,9620.0,DSF0001084019
14,K071,I.S. 71 - BROOKLYN,SCA CIP,WATER INFILTRATION,Scope,Complete,6/25/2018,11/8/2018,12/18/2018,14990,29962.0,29962.0,DSF0000869347
14,K071,I.S. 71 - BROOKLYN,SCA CIP,WATER INFILTRATION,Design,Complete,12/18/2018,5/21/2019,5/14/2021,74950,147157.0,133832.0,DSF0000869347
14,K071,I.S. 71 - BROOKLYN,SCA CIP,WATER INFILTRATION,Construction,In-Progress,2/21/2023,2/20/2024,,1686375,1523840.0,452470.0,DSF0000869347
14,K071,I.S. 71 - BROOKLYN,SCA CIP,WATER INFILTRATION,"CM,F&E",In-Progress,2/21/2023,2/20/2024,,104930,244594.0,243972.0,DSF0000869347
14,K071,I.S. 71 - BROOKLYN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Scope,Complete,6/30/2023,10/30/2023,10/31/2023,18927,17495.0,17495.0,DSF0001083812
14,K071,I.S. 71 - BROOKLYN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Design,Complete,11/1/2023,4/1/2024,5/13/2024,85170,70006.0,14015.0,DSF0001083812
14,K071,I.S. 71 - BROOKLYN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Construction,PNS,PNS,PNS,PNS,1097749,1097749.0,0.0,DSF0001083812
14,K071,I.S. 71 - BROOKLYN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,"CM,F&E",PNS,PNS,PNS,PNS,203462,203462.0,11549.0,DSF0001083812
14,K071,I.S. 71 - BROOKLYN,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,3/16/2023,DOES,,DOES,624351.0,0.0,DSF0001035143
14,K084,P.S. 84 - BROOKLYN,SCA CIP,WATER PENETRATION ALONG PARAPET WALL / OTHER SITEWORK / ROOFS,Scope,Complete,6/28/2019,11/14/2019,12/6/2019,50683,76515.0,74627.0,"DSF0000912287, DSF0000960685, DSF0000937486"
14,K084,P.S. 84 - BROOKLYN,SCA CIP,WATER PENETRATION ALONG PARAPET WALL / OTHER SITEWORK / ROOFS,Design,Complete,2/28/2020,7/29/2020,3/1/2022,251250,258761.0,258761.0,"DSF0000912287, DSF0000960685, DSF0000937486"
14,K084,P.S. 84 - BROOKLYN,SCA CIP,WATER PENETRATION ALONG PARAPET WALL / OTHER SITEWORK / ROOFS,Construction,In-Progress,7/11/2022,1/1/2024,,5465528,4971630.0,2668045.0,"DSF0000912287, DSF0000960685, DSF0000937486"
14,K084,P.S. 84 - BROOKLYN,SCA CIP,WATER PENETRATION ALONG PARAPET WALL / OTHER SITEWORK / ROOFS,"CM,F&E",In-Progress,7/11/2022,1/1/2024,,371049,310154.0,304438.0,"DSF0000912287, DSF0000960685, DSF0000937486"
14,K084,P.S. 84 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Scope,Complete,8/5/2020,1/8/2021,12/22/2020,62300,90075.0,90075.0,"DSF0000937484, DSF0000961028"
14,K084,P.S. 84 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Design,Complete,12/22/2020,5/25/2021,7/8/2021,311500,360883.0,346317.0,"DSF0000937484, DSF0000961028"
14,K084,P.S. 84 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Construction,In-Progress,5/16/2022,5/14/2024,,7008751,6937956.0,6433228.0,"DSF0000937484, DSF0000961028"
14,K084,P.S. 84 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,"CM,F&E",In-Progress,5/16/2022,5/14/2024,,436100,577758.0,563002.0,"DSF0000937484, DSF0000961028"
14,K084,P.S. 84 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Scope,Complete,3/9/2021,7/22/2021,11/18/2021,76638,118049.0,116986.0,DSF0001008564
14,K084,P.S. 84 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Design,Complete,11/29/2021,5/17/2022,9/30/2022,383191,290720.0,278115.0,DSF0001008564
14,K084,P.S. 84 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Construction,PNS,PNS,PNS,PNS,8621786,8621786.0,35826.0,DSF0001008564
14,K084,P.S. 84 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,"CM,F&E",PNS,PNS,PNS,PNS,536467,536467.0,29797.0,DSF0001008564
14,K084,P.S. 84 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3/10/2023,7/11/2023,3/20/2023,4966,2058.0,2058.0,DSF0001034631
14,K084,P.S. 84 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/20/2023,9/13/2023,5/2/2023,22347,8233.0,8233.0,DSF0001034631
14,K084,P.S. 84 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,1/11/2024,12/5/2024,,288028,260143.0,1810.0,DSF0001034631
14,K084,P.S. 84 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,1/11/2024,12/5/2024,,81053,58927.0,4443.0,DSF0001034631
14,K084,P.S. 84 - BROOKLYN,SCA Emergency Response,EMERGENCY STABILIZATION,Construction,In-Progress,2/12/2019,EMER,,EMER,100440.0,93562.0,SCA0000056366
14,K084,P.S. 84 - BROOKLYN,SCA Furniture & Equipment,FY24 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,364000,364000.0,0.0,DSF0001085965
14,K084,P.S. 84 - BROOKLYN,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,In-Progress,7/26/2023,DOER,,DOER,198196.0,0.0,DSF0001035406
14,K084,P.S. 84 - BROOKLYN,DOE - RESOA,FY24 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,200000.0,0.0,DSF0001085964
14,K110,P.S. 110 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Scope,Complete,1/9/2020,5/26/2020,9/14/2021,12428,100734.0,100734.0,DSF0000960592
14,K110,P.S. 110 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Design,Complete,11/17/2021,4/21/2022,12/7/2022,62138,155688.0,154172.0,DSF0000960592
14,K110,P.S. 110 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Construction,In-Progress,9/11/2023,6/6/2024,,1398094,1291809.0,155814.0,DSF0000960592
14,K110,P.S. 110 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,"CM,F&E",In-Progress,9/11/2023,6/6/2024,,86993,162924.0,156301.0,DSF0000960592
14,K110,P.S. 110 - BROOKLYN,SCA CIP,FLOOD ELIMINATION,Scope,In-Progress,5/24/2024,10/10/2024,,,76.0,76.0,DSF0001089479
14,K110,P.S. 110 - BROOKLYN,SCA CIP,FLOOD ELIMINATION,Design,PNS,PNS,PNS,PNS,,305.0,305.0,DSF0001089479
14,K110,P.S. 110 - BROOKLYN,SCA CIP,FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,,0.0,0.0,DSF0001089479
14,K110,P.S. 110 - BROOKLYN,SCA CIP,FLOOD ELIMINATION,"CM,F&E",PNS,PNS,PNS,PNS,0,0.0,0.0,DSF0001089479
14,K110,P.S. 110 - BROOKLYN,SCA Emergency Response,STABILIZATION- SWB @ K110,Construction,In-Progress,4/19/2023,EMER,,EMER,269122.0,128875.0,SCA0000071900
14,K110,P.S. 110 - BROOKLYN,SCA IEH,PO18-TEST WALLS IN THE FOLLOWING ROOMS FOR ACM ROOM 307,Construction,Complete,3/28/2024,IEH,6/18/2024,IEH,0.0,0.0,SCA0000072883
14,K110,P.S. 110 - BROOKLYN,DOE - RESOA,ELECTRICAL UPGRADE,Construction,In-Progress,1/30/2020,DOER,,DOER,35504.0,0.0,DSF0000914323
14,K110,P.S. 110 - BROOKLYN,DOE - RESOA,FY23 RESO A FLOORING,Construction,Complete,2/5/2024,DOER,6/3/2024,DOER,350000.0,,DSF0001035422
14,K110,P.S. 110 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,2/26/2024,DOES,,DOES,65832.0,0.0,DSF0001084040
14,K120,P.S. 120 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3/21/2023,7/20/2023,4/3/2023,6424,2258.0,2258.0,DSF0001034637
14,K120,P.S. 120 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,4/3/2023,12/28/2023,5/2/2023,28908,9033.0,9033.0,DSF0001034637
14,K120,P.S. 120 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,1/11/2024,12/5/2024,,372592,335725.0,3763.0,DSF0001034637
14,K120,P.S. 120 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,1/11/2024,12/5/2024,,69058,38927.0,4238.0,DSF0001034637
14,K120,P.S. 120 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM / ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,3/5/2021,11/22/2022,8/25/2022,278854,352576.0,335168.0,"DSF0000961143, DSF0001011242, DSF0001011244, DSF0001011245, DSF0001011246"
14,K120,P.S. 120 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM / ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,9/21/2022,6/12/2023,11/14/2023,1394273,792253.0,734987.0,"DSF0000961143, DSF0001011242, DSF0001011244, DSF0001011245, DSF0001011246"
14,K120,P.S. 120 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM / ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,31371127,31371127.0,301659.0,"DSF0000961143, DSF0001011242, DSF0001011244, DSF0001011245, DSF0001011246"
14,K120,P.S. 120 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM / ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,1951982,1951982.0,127345.0,"DSF0000961143, DSF0001011242, DSF0001011244, DSF0001011245, DSF0001011246"
14,K120,P.S. 120 - BROOKLYN,DOE - RESOA,FY20 RESO A LIBRARY UPGRADE,Construction,In-Progress,12/4/2021,DOER,,DOER,190617.0,0.0,DSF0000913221
14,K120,P.S. 120 - BROOKLYN,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,400000.0,0.0,DSF0001085980
14,K120,P.S. 120 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,6/1/2018,DOES,,DOES,185158.0,0.0,DSF0000865965
14,K120,P.S. 120 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,4/23/2024,DOES,4/26/2024,DOES,65832.0,10863.0,DSF0001084046
14,K126,J.H.S. 126 - BROOKLYN,SCA CIP,ROOFS / FLOOD ELIMINATION / EXTERIOR MASONRY,Scope,Complete,6/28/2023,11/14/2023,12/15/2023,73731,230631.0,169746.0,"DSF0001062004, DSF0001089744, DSF0001089747"
14,K126,J.H.S. 126 - BROOKLYN,SCA CIP,ROOFS / FLOOD ELIMINATION / EXTERIOR MASONRY,Design,Complete,12/19/2023,5/21/2024,5/9/2024,365208,334112.0,264728.0,"DSF0001062004, DSF0001089744, DSF0001089747"
14,K126,J.H.S. 126 - BROOKLYN,SCA CIP,ROOFS / FLOOD ELIMINATION / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,7918785,7918785.0,39089.0,"DSF0001062004, DSF0001089744, DSF0001089747"
14,K126,J.H.S. 126 - BROOKLYN,SCA CIP,ROOFS / FLOOD ELIMINATION / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,541994,541994.0,41187.0,"DSF0001062004, DSF0001089744, DSF0001089747"
14,K126,J.H.S. 126 - BROOKLYN,DOE - Skilled Trades,ACCESSIBILITY,Construction,In-Progress,2/21/2023,DOES,,DOES,304208.0,0.0,SCA0000070970
14,K132,P.S. 132 - BROOKLYN,SCA Emergency Response,EMERGENCY- SWB @ K132,Construction,In-Progress,3/18/2024,EMER,,EMER,,0.0,SCA0000072825
14,K132,P.S. 132 - BROOKLYN,DOE - RESOA,FY24 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,153000.0,0.0,DSF0001085989
14,K132,P.S. 132 - BROOKLYN,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,In-Progress,9/15/2021,DOES,,DOES,61741.0,0.0,DSF0001008986
14,K132,P.S. 132 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,7/3/2023,DOES,,DOES,160385.0,0.0,DSF0001034220
14,K132,P.S. 132 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,4/8/2024,DOES,,DOES,65832.0,0.0,DSF0001084053
14,K147,P.S. 147 - BROOKLYN,SCA CIP,ELECTRICAL SERVICE ROOM,Scope,Complete,5/30/2019,9/30/2019,2/5/2020,10500,43113.0,43113.0,DSF0000893060
14,K147,P.S. 147 - BROOKLYN,SCA CIP,ELECTRICAL SERVICE ROOM,Design,Complete,2/6/2020,7/8/2020,10/27/2021,52500,92379.0,86516.0,DSF0000893060
14,K147,P.S. 147 - BROOKLYN,SCA CIP,ELECTRICAL SERVICE ROOM,Construction,PNS,PNS,PNS,PNS,1181250,1181250.0,1654.0,DSF0000893060
14,K147,P.S. 147 - BROOKLYN,SCA CIP,ELECTRICAL SERVICE ROOM,"CM,F&E",PNS,PNS,PNS,PNS,73500,73500.0,19213.0,DSF0000893060
14,K147,P.S. 147 - BROOKLYN,SCA CIP,FLOOR REPLACEMENT,Scope,Complete,4/26/2023,9/27/2023,1/12/2024,7115,17083.0,17083.0,DSF0001062249
14,K147,P.S. 147 - BROOKLYN,SCA CIP,FLOOR REPLACEMENT,Design,In-Progress,1/25/2024,6/10/2024,,32017,32017.0,7599.0,DSF0001062249
14,K147,P.S. 147 - BROOKLYN,SCA CIP,FLOOR REPLACEMENT,Construction,PNS,PNS,PNS,PNS,412663,412663.0,36756.0,DSF0001062249
14,K147,P.S. 147 - BROOKLYN,SCA CIP,FLOOR REPLACEMENT,"CM,F&E",PNS,PNS,PNS,PNS,76485,76485.0,18232.0,DSF0001062249
14,K147,P.S. 147 - BROOKLYN,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF0000913225
14,K147,P.S. 147 - BROOKLYN,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,Design,PNS,PNS,PNS,PNS,102000,102000.0,0.0,DSF0000913225
14,K147,P.S. 147 - BROOKLYN,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,1496000,1496000.0,0.0,DSF0000913225
14,K147,P.S. 147 - BROOKLYN,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,102000,102000.0,0.0,DSF0000913225
14,K147,P.S. 147 - BROOKLYN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,200000.0,0.0,DSF0001085995
14,K147,P.S. 147 - BROOKLYN,DOE - RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Construction,In-Progress,7/19/2017,DOER,,DOER,677657.0,0.0,DSF0000822304
14,K147,P.S. 147 - BROOKLYN,DOE - RESOA,FY19 RESO A PLAYGROUND,Construction,In-Progress,4/3/2020,DOER,,DOER,936532.0,0.0,DSF0000890755
14,K147,P.S. 147 - BROOKLYN,DOE - RESOA,FY22 RESO A HYDROPONICS LAB,Construction,In-Progress,7/14/2023,DOER,,DOER,230667.0,0.0,DSF0001033019
14,K147,YOUNG WOMEN'S LEADERSHIP SCHOOL -  BROOKLYN,DOE - RESOA,FY24 RESO A BATHROOM UPGRADES,Construction,In-Progress,1/2/2024,DOER,,DOER,150000.0,0.0,DSF0001085994
14,K147,P.S. 147 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,3/19/2024,DOES,3/26/2024,DOES,65832.0,189.0,DSF0001084059
14,K148,K373 SPED - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY / FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,2/24/2021,7/9/2021,7/13/2021,150490,147812.0,147812.0,"DSF0001008652, DSF0001011574"
14,K148,K373 SPED - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY / FIRE ALARM SYSTEM REPLACEMENT,Design,Complete,7/22/2021,1/11/2022,10/12/2022,752450,700257.0,585862.0,"DSF0001008652, DSF0001011574"
14,K148,K373 SPED - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY / FIRE ALARM SYSTEM REPLACEMENT,Construction,In-Progress,11/15/2023,4/2/2026,,16930125,15522481.0,635604.0,"DSF0001008652, DSF0001011574"
